K,C,X,Y,R,S,df,ConfigID,rewards
508,32,136,136,7,7,eye,759,45634657
304,182,232,184,9,9,shi,763,3012132397
72,154,136,80,7,7,shi,767,141296233
180,410,184,40,7,7,eye,767,54335251
10,222,112,104,3,3,shi,767,4412029
18,426,184,144,7,7,eye,764,22595041
52,444,8,40,1,1,eye,572,1065601
400,28,64,224,3,3,dla,381,50100961
66,204,208,1,1,1,dla,766,59905
38,442,200,144,5,5,shi,757,247908961
446,42,40,248,7,7,dla,763,181081825
90,40,160,192,3,3,shi,765,15414841
146,142,120,96,7,7,eye,762,26671009
112,448,40,56,3,3,eye,571,8241409
338,8,8,232,1,1,shi,766,95233
454,266,88,1,1,1,eye,767,262809
500,152,248,248,5,5,shi,765,1855889601
212,506,128,72,7,7,shi,759,1283509481
128,350,136,216,9,9,shi,763,1858281601
6,250,136,184,9,9,dla,764,43884545
224,326,240,184,9,9,shi,763,4117513009.0
144,414,160,216,3,3,dla,767,309582673.0
218,40,224,240,9,9,shi,757,610679041
116,218,104,176,5,5,shi,759,190039321
264,242,56,128,5,5,eye,767,40063101
262,252,40,56,1,1,shi,767,2882881
146,194,80,224,9,9,shi,757,661195457
430,114,144,200,5,5,shi,765,686829025
228,210,120,40,9,9,shi,383,434419231
214,32,120,200,3,3,eye,767,8287489
12,400,160,128,9,9,eye,767,16346401
174,42,120,104,5,5,shi,761,42444865
500,496,96,8,1,1,shi,767,25998337
498,306,160,104,9,9,shi,569,3753265645
46,484,16,88,3,3,shi,757,5721849
416,20,136,72,9,9,eye,763,10799361.0
288,32,120,16,7,7,eye,767,1809409
132,394,88,256,1,1,shi,767,19832385
4,70,88,216,3,3,shi,766,875001
16,40,16,208,1,1,eye,763,149761
232,508,184,32,5,5,eye,763,53300377
270,314,152,88,5,5,eye,765,108526879
312,22,72,8,3,3,eye,767,249393
406,474,80,104,5,5,eye,570,193543681
234,32,80,16,3,3,dla,764,2328145
402,6,64,248,5,5,shi,761,14491297
450,426,40,224,9,9,eye,381,373124881
24,176,144,72,9,9,shi,767,46537217
494,126,224,64,9,9,eye,766,141613921
58,78,16,200,5,5,shi,757,5455945.0
6,14,200,120,7,7,dla,383,6524221
58,220,16,248,1,1,shi,767,915201.0
164,84,152,72,9,9,shi,759,160738369
422,234,48,80,1,1,dla,767,7188481
340,198,40,112,5,5,eye,765,37174105
428,104,64,1,1,1,eye,766,48673
470,174,88,16,7,7,eye,765,16061593
292,284,88,136,1,1,shi,574,24292225
424,274,112,200,5,5,shi,763,1255978737
90,208,32,216,1,1,eye,765,4447873
496,318,1,48,1,1,dla,767,131041
500,416,56,120,3,3,dla,765,202948201
334,392,224,216,9,9,shi,757,9169149697
400,188,144,200,5,5,eye,573,226502401
376,346,112,208,9,9,shi,763,4384495393
254,198,104,248,7,7,eye,760,173887561
364,76,136,224,5,5,dla,762,531548161
316,154,144,128,9,9,eye,567,166065901
66,40,184,176,7,7,shi,766,69096961
404,282,144,248,9,9,shi,759,5021946241
386,286,160,216,7,7,shi,757,3337050289
326,340,88,208,9,9,eye,757,415539161
12,424,208,152,5,5,eye,767,15314881
28,156,144,160,1,1,eye,570,2396161
156,278,256,168,7,7,shi,767,1594164313
354,406,240,232,5,5,shi,761,3396485569
402,118,80,208,7,7,eye,761,135271661
156,266,80,192,3,3,dla,767,104999701
308,44,160,232,9,9,eye,766,82420801
230,328,56,200,7,7,eye,765,103714913
308,164,56,144,9,9,eye,766,65537025
110,432,112,200,9,9,eye,766,169551361
224,168,224,216,5,5,eye,763,162626689
266,446,160,136,3,3,eye,762,146430721
24,462,248,144,7,7,eye,743,43538881.0
146,244,192,40,3,3,eye,762,12789505
374,458,248,232,7,7,shi,766,8126902225
40,196,216,88,1,1,eye,765,3035649
180,172,232,152,5,5,eye,767,93189601
224,306,40,208,7,7,eye,763,97649497
354,322,56,128,3,3,eye,761,43885381.0
484,78,248,128,7,7,eye,766,133436161
254,460,240,64,1,1,shi,765,31574401
460,16,240,208,7,7,eye,765,41919617
388,114,32,56,9,9,dla,759,72633601
72,42,152,136,7,7,shi,767,64916965
334,202,232,208,3,3,eye,767,170155105
36,240,112,32,3,3,dla,767,4316401
268,220,88,192,7,7,eye,759,156804121
170,284,152,216,5,5,eye,765,156325813
306,8,8,192,7,7,dla,380,5590417
84,364,112,104,9,9,eye,767,54542489
178,216,256,192,7,7,shi,757,1415040193
16,428,32,40,1,1,shi,763,246529
288,150,152,224,5,5,eye,767,143035201
28,180,208,256,1,1,eye,762,5898241
14,494,168,80,5,5,eye,666,8346625.0
102,328,200,240,5,5,eye,761,161659393
330,200,112,176,3,3,shi,766,196686001.0
340,56,136,192,5,5,eye,765,54481057
354,190,168,24,1,1,shi,287,12448801
242,296,216,88,1,1,eye,766,27506689
184,428,104,56,5,5,shi,763,197076881
146,450,16,120,1,1,shi,765,2376001
186,466,8,8,1,1,eye,574,760513
474,114,32,72,3,3,shi,761,29359561
204,442,1,1,5,5,shi,575,36074715
416,296,152,112,1,1,eye,767,45252481
498,70,136,256,3,3,eye,765,81217501
362,50,48,168,3,3,shi,766,22621501
386,510,56,168,7,7,eye,764,232633441
384,304,152,144,3,3,eye,767,152690689
282,116,248,184,9,9,eye,761,212409921
26,342,56,160,9,9,shi,757,103796317
308,256,184,216,7,7,shi,766,2751594497
58,76,8,216,7,7,dla,565,2411641
476,280,144,24,9,9,dla,762,420229121
70,272,256,16,7,7,eye,765,7478913
482,136,248,104,7,7,shi,757,1556925553
66,104,152,216,9,9,eye,766,40075777
470,488,80,216,5,5,eye,765,495096497
482,68,176,64,1,1,shi,766,6319105.0
376,394,32,112,1,1,eye,575,18357249
310,172,40,88,3,3,eye,573,14071149
450,182,72,248,9,9,shi,765,1698540481
330,444,104,120,1,1,eye,766,38361601
498,86,232,56,5,5,eye,761,47424873
436,170,104,56,3,3,eye,766,24480001.0
108,148,216,248,7,7,shi,767,658061281
354,330,224,136,7,7,shi,761,3745482841
196,94,256,208,1,1,shi,766,20791297
452,152,128,216,9,9,shi,759,2672173377
224,52,224,80,7,7,eye,763,25177153
274,406,72,176,3,3,shi,766,211749301
370,332,184,232,7,7,shi,765,4286919457
206,4,104,88,9,9,shi,757,12823913
470,258,16,200,9,9,dla,765,292738561
392,152,56,24,1,1,shi,575,3651649
254,288,24,40,1,1,dla,765,1372801
292,168,240,144,3,3,dla,762,272530945.0
442,160,48,136,5,5,dla,767,194051089
360,384,56,160,1,1,eye,767,23961601
250,230,248,224,5,5,shi,765,1404127001
52,160,128,224,1,1,eye,766,4300801
486,492,224,72,9,9,eye,764,620628481
194,494,56,208,9,9,eye,757,179644583
302,114,144,88,1,1,eye,574,10112257
472,448,32,208,1,1,shi,766,29589505.0
94,88,200,160,3,3,eye,767,16268033
274,386,184,192,3,3,shi,766,523387051.0
318,302,200,200,5,5,shi,761,1884866561
160,70,136,16,7,7,eye,573,3299521
302,20,128,104,7,7,dla,283,178550905
160,366,248,88,5,5,eye,765,99950209
296,262,32,120,7,7,shi,763,197680049
176,456,56,88,3,3,eye,766,21158401
150,156,80,216,7,7,shi,765,339496561
168,76,256,16,1,1,eye,767,885249
170,264,136,104,1,1,eye,573,15402817
102,190,88,200,7,7,shi,761,311630401
460,96,160,56,7,7,eye,717,52038145.0
14,224,120,200,9,9,shi,762,85366849
300,466,72,152,7,7,shi,767,1356689101
324,48,112,136,9,9,shi,767,262051201
110,388,136,104,9,9,eye,766,76141121.0
468,174,184,160,7,7,shi,767,2131279021
160,232,24,136,1,1,eye,381,5553153
392,234,88,112,9,9,shi,763,1189001269
192,12,24,216,9,9,shi,767,11945473
224,188,40,168,1,1,shi,767,5572321
222,366,224,184,7,7,eye,761,415468561
84,206,216,184,5,5,eye,767,62502049
278,448,176,248,9,9,shi,757,6783911681.0
244,152,88,40,7,7,eye,759,18265841
88,68,56,80,9,9,shi,766,46538113
104,92,128,160,3,3,shi,739,32701033.0
68,260,56,152,1,1,eye,765,3043041
346,218,176,144,3,3,dla,767,312407953
124,152,176,160,9,9,shi,759,769719337
182,166,56,104,5,5,eye,762,15192321
10,512,248,216,7,7,eye,766,30167041
90,420,88,120,1,1,eye,573,9979201
86,286,200,64,5,5,eye,757,30105505.0
506,270,56,40,3,3,shi,766,66620881
348,398,216,184,5,5,eye,755,500276449.0
4,440,136,32,1,1,dla,765,152321
82,308,88,208,7,7,eye,565,72509977
222,84,64,168,5,5,shi,701,84027889.0
212,326,72,224,1,1,shi,767,21969793
492,306,72,176,5,5,eye,575,264344221
120,206,120,200,5,5,eye,767,49604801
230,494,88,184,9,9,shi,765,2209079575
312,482,56,232,9,9,dla,767,2176032769
432,440,32,256,7,7,shi,767,968901121
482,324,248,80,9,9,eye,762,406342657
458,394,64,128,5,5,dla,764,600274081
214,114,24,240,1,1,eye,383,6402241
364,246,112,128,1,1,shi,767,22206913.0
422,212,136,112,3,3,eye,764,90692329
192,502,224,72,1,1,shi,767,46778369
462,26,168,208,9,9,shi,766,622780705
58,362,136,176,7,7,eye,565,77947651
320,60,256,136,7,7,eye,765,71646721
156,138,216,168,1,1,eye,767,15672385
114,174,224,240,9,9,eye,761,167442289
144,454,120,248,1,1,eye,767,35128705.0
318,226,136,120,7,7,eye,569,180209011
308,486,168,144,3,3,eye,766,195955201
120,458,48,256,1,1,shi,767,11431681.0
162,246,136,176,1,1,eye,572,23379841
40,254,120,208,1,1,dla,765,4392961
230,12,40,184,9,9,eye,381,4476721
306,344,224,168,5,5,eye,764,348915073
110,344,248,48,3,3,dla,766,67896001
30,344,208,232,3,3,eye,765,28924897
98,116,56,120,7,7,shi,762,55729185
278,312,192,112,3,3,eye,764,88034545
236,198,24,88,7,7,shi,567,82498285
460,318,224,72,9,9,eye,765,379625857
202,342,8,232,1,1,shi,767,2418625
156,22,112,168,1,1,shi,767,1249249
114,116,224,184,5,5,eye,761,47923777
154,362,136,120,1,1,shi,766,16541953
270,318,192,64,3,3,eye,765,49223539
460,406,72,16,3,3,eye,573,16995161
148,188,104,200,5,5,shi,759,278796481
192,432,256,64,3,3,eye,767,63286273
264,232,72,16,1,1,eye,575,2123265
402,474,120,152,5,5,eye,761,287727481
108,464,80,160,5,5,eye,767,80446465
14,192,104,144,3,3,shi,570,7441921
164,234,240,96,1,1,eye,766,16174081
112,148,200,136,1,1,eye,763,10144513
108,378,256,176,9,9,shi,767,2460503305
100,172,160,128,9,9,eye,765,58586641
132,158,168,128,5,5,eye,767,39235351
54,494,216,104,1,1,eye,766,12330241
454,80,152,96,1,1,eye,719,11381761.0
178,52,192,256,9,9,eye,757,63366577
264,354,128,104,5,5,shi,767,579816601
54,60,8,168,3,3,shi,764,527041
328,190,88,176,5,5,eye,763,109605301
310,174,88,136,7,7,eye,573,100641253
106,294,40,152,7,7,shi,757,155991403
330,316,56,56,7,7,shi,766,255561841
312,290,136,192,7,7,eye,575,359725861
272,150,56,64,5,5,eye,763,12301201
326,464,72,48,1,1,shi,766,12026881
188,76,120,120,7,7,eye,759,23925257
216,26,224,136,1,1,eye,767,3309697
64,272,160,248,5,5,eye,763,64294273
70,36,232,64,9,9,eye,741,5722417.0
118,402,104,200,7,7,shi,757,912478897
508,448,128,136,3,3,shi,573,780167809
56,168,248,56,7,7,eye,763,14789377
234,362,96,232,1,1,shi,767,36142081
230,210,72,144,1,1,shi,766,11430721
290,240,72,56,1,1,eye,765,8574721
456,394,168,64,7,7,dla,767,1472108905
282,8,64,112,3,3,dla,137,17629701
54,26,40,56,3,3,eye,764,230257
386,222,152,256,9,9,eye,764,585360721
350,424,208,152,5,5,eye,765,446980801
14,266,8,112,1,1,shi,762,68097
482,62,112,40,9,9,eye,762,19439233
436,448,248,24,3,3,eye,766,57344001
264,406,168,80,7,7,eye,767,173611285
274,330,128,200,9,9,dla,766,3082752001
316,276,184,40,7,7,eye,759,64430821
150,150,32,176,5,5,shi,765,47290501
506,500,72,88,5,5,eye,766,215832001
502,436,120,144,7,7,eye,767,431430721
54,400,104,56,3,3,eye,764,7084801
324,182,144,160,5,5,shi,767,619576777
384,320,80,64,5,5,eye,767,73973761
56,162,232,192,5,5,shi,763,155287693
82,100,168,240,1,1,shi,767,6115201
40,88,136,80,5,5,eye,765,4240897
220,36,208,128,3,3,eye,766,12096001
146,368,160,240,3,3,eye,762,118702081.0
112,166,184,144,1,1,eye,763,9035713
404,382,144,88,3,3,shi,764,397089001
358,174,80,248,9,9,eye,565,274147093
398,484,176,160,7,7,shi,757,4821097381
320,482,248,88,7,7,shi,573,3659035521
240,342,48,176,9,9,shi,767,797920201
400,262,152,1,1,1,shi,189,17522561
252,64,24,248,5,5,dla,767,30846481
280,272,168,112,3,3,eye,765,76929217
278,444,112,176,5,5,eye,764,217746481
456,360,232,48,1,1,eye,767,34145281.0
224,218,48,144,9,9,shi,763,474738601
376,60,80,208,3,3,shi,763,63641761
208,310,128,240,7,7,shi,763,1542426081
50,148,56,224,3,3,eye,765,4983161
440,68,168,184,1,1,shi,766,16450561
492,320,56,200,5,5,shi,767,819265281
64,444,88,256,5,5,eye,763,72823105
28,102,8,248,7,7,dla,762,1331969
502,270,184,40,9,9,dla,767,1150786561
62,280,72,240,7,7,eye,565,58433761
436,468,80,16,7,7,dla,759,127120161
324,68,48,112,3,3,shi,767,18301249
120,68,168,208,9,9,eye,767,45653161
162,500,104,24,1,1,shi,286,9360001
474,196,112,48,1,1,eye,767,9784321
272,80,72,216,1,1,eye,575,10333441
332,2,152,64,9,9,dla,759,217526401
208,426,224,192,3,3,eye,763,206988289
14,448,184,168,1,1,eye,762,3612673
280,152,240,136,1,1,eye,765,25467905
114,334,24,152,9,9,shi,761,148077565
230,298,48,232,9,9,shi,765,888415481
4,84,16,112,3,3,shi,766,85513
182,236,128,144,3,3,shi,762,146895841
332,268,112,128,1,1,shi,767,21851649
44,320,168,224,7,7,eye,766,66355201
70,54,136,72,5,5,shi,765,24968413
248,246,112,56,5,5,eye,763,33722173
496,6,112,80,9,9,dla,91,301302145
96,484,176,200,1,1,shi,767,35436545
268,362,72,256,3,3,shi,759,246808705
476,134,8,72,3,3,shi,570,6925121
66,300,184,80,3,3,dla,766,42588001
396,508,104,40,1,1,eye,767,17434561
100,500,56,240,5,5,eye,765,60240001
302,264,88,184,9,9,shi,697,1550988649.0
116,68,64,48,1,1,eye,764,424321
506,392,1,120,1,1,shi,766,432769
68,248,160,168,7,7,eye,759,59799745
390,318,168,176,9,9,shi,765,4822567309
442,238,208,240,7,7,eye,767,705395825
170,384,176,32,7,7,eye,765,38462977
164,90,40,168,3,3,eye,766,7560001
20,32,224,192,1,1,dla,573,946177
136,420,208,232,7,7,shi,763,2262323281
118,184,64,184,1,1,eye,767,4401281
424,182,72,120,9,9,shi,763,800232161
366,434,48,248,5,5,shi,761,699866665
234,98,232,96,1,1,shi,764,11822721
250,414,184,240,5,5,eye,765,374090401
144,206,200,56,9,9,eye,767,43294609.0
148,106,40,240,9,9,eye,375,33140901
274,450,120,40,1,1,eye,767,10764001
402,42,224,176,1,1,eye,767,13069057
352,188,136,192,1,1,shi,766,29454337
162,136,192,32,5,5,eye,764,9958465
344,132,256,120,5,5,shi,763,572719753
14,36,192,56,7,7,dla,570,6398401
362,256,216,72,7,7,shi,757,1909969921
320,276,80,256,9,9,shi,765,2060611585
200,384,48,152,1,1,eye,765,12840961
292,446,256,136,5,5,eye,759,355142665
304,182,120,104,7,7,shi,763,618359561
336,266,136,176,3,3,eye,575,141258769
84,492,248,208,7,7,eye,767,235307857
356,64,80,104,3,3,dla,762,25968385
192,308,224,80,1,1,eye,767,20500481
52,382,32,240,9,9,shi,759,154522057
398,454,8,224,3,3,shi,762,39334561
272,254,200,32,7,7,eye,763,54303169
76,232,256,152,5,5,eye,759,53424961
70,292,176,96,5,5,eye,765,29243509
492,44,200,152,7,7,eye,767,89254705
380,418,80,168,1,1,eye,575,58426369
474,254,40,136,1,1,shi,767,15849601
402,56,184,224,7,7,eye,761,106256641
166,336,56,120,7,7,eye,757,46935505
116,12,232,176,9,9,eye,759,8595601
242,232,208,40,1,1,shi,766,12739585
158,38,192,200,3,3,eye,765,10954945.0
198,134,232,96,9,9,eye,682,86060161.0
220,178,104,256,7,7,shi,766,752384641
348,228,160,136,9,9,shi,767,1953991465
182,26,120,8,1,1,shi,766,636481
282,446,256,240,9,9,eye,761,1061683377
464,224,248,40,1,1,eye,767,18170881
344,204,232,224,3,3,eye,763,189545377
208,188,192,112,9,9,eye,763,114203233
482,498,256,88,9,9,shi,757,9650407345
442,208,160,152,3,3,eye,767,125829601
270,42,48,168,9,9,shi,765,110241811
108,162,1,1,7,7,eye,11,30864403
74,362,160,72,1,1,eye,766,6568129
264,254,112,184,7,7,shi,767,1045134817
278,208,232,160,9,9,shi,757,3149644369
442,234,104,232,5,5,shi,721,1038417121.0
98,192,152,160,7,7,shi,762,403998337
2,322,152,240,9,9,eye,575,4093909
442,204,168,24,1,1,shi,767,16484833
390,446,200,56,3,3,shi,765,311109085
342,480,48,160,3,3,shi,764,204762241
468,130,256,168,3,3,shi,767,418533571.0
490,148,16,248,3,3,shi,765,36695121
8,182,168,56,9,9,eye,766,2126125
452,486,72,48,3,3,eye,575,64416385
192,130,48,208,5,5,dla,575,129685249
238,40,56,72,3,3,eye,762,2088961
200,322,192,48,7,7,eye,765,56916721
124,402,168,136,5,5,shi,567,614364139
458,384,224,136,9,9,eye,764,857779201
76,356,72,192,3,3,shi,759,51622849
144,402,184,48,3,3,eye,767,25239169.0
130,168,16,152,7,7,shi,765,32117905
298,10,136,136,1,1,shi,767,1326001
308,430,168,48,7,7,eye,766,117028801
434,278,144,208,9,9,shi,762,5317512833
510,486,32,152,9,9,shi,765,1445742595
326,482,248,136,9,9,eye,757,768375481
252,50,24,240,5,5,shi,767,25216801
478,134,208,96,5,5,dla,575,677900161
456,226,88,216,7,7,eye,575,303499921
68,262,240,168,1,1,shi,765,14525281
418,124,80,216,9,9,eye,574,201748993
366,42,48,232,9,9,dla,569,266174721
488,164,88,232,5,5,shi,763,672949073
108,346,160,96,5,5,eye,767,53426899
38,230,64,160,7,7,shi,685,74635231.0
172,370,168,200,5,5,shi,759,1045796121
292,74,40,256,7,7,eye,567,38310985
362,130,40,40,3,3,shi,766,16194751
296,400,208,128,3,3,eye,766,181440001
146,184,32,8,1,1,shi,141,971521
52,38,232,152,9,9,eye,759,10275201
216,72,128,24,1,1,dla,575,1437697
236,440,56,208,5,5,shi,759,541110241
458,114,160,72,5,5,eye,764,55186489
420,152,200,96,7,7,eye,767,162940961
76,24,200,72,3,3,eye,766,1612801
348,66,56,104,9,9,eye,767,20485543
352,276,72,40,5,5,shi,574,165282049
362,74,208,136,9,9,dla,766,1507123201
58,172,72,160,1,1,eye,767,3577601
322,272,184,120,3,3,shi,762,288451649
50,118,248,144,7,7,eye,765,23175201
304,238,112,120,9,9,shi,763,1219203553
10,268,24,152,9,9,shi,767,10421449
308,278,16,256,5,5,shi,766,102842209
98,250,192,40,5,5,dla,762,66705409
180,172,56,240,1,1,eye,767,8049601
96,62,232,256,5,5,shi,767,135796865
96,30,80,160,9,9,eye,575,7939681
8,24,120,208,9,9,eye,766,716497
386,8,256,72,5,5,eye,764,4353665
342,292,232,32,3,3,eye,764,36394881
344,458,24,240,1,1,eye,767,41439841
386,316,152,184,3,3,eye,764,203901529
114,54,168,200,1,1,shi,767,4717441
226,298,192,144,7,7,shi,565,1844156611
428,252,96,40,9,9,shi,375,769067209
480,466,184,168,5,5,shi,767,3021693121
332,204,184,136,5,5,eye,764,138173689
94,208,240,168,1,1,eye,767,14536705
434,496,64,112,5,5,dla,762,565678081
168,32,40,136,3,3,dla,767,7770393
266,408,160,144,9,9,shi,762,4009380913
28,306,240,160,3,3,eye,762,16607233
504,482,248,192,5,5,eye,767,926203489
432,208,160,128,3,3,eye,767,102840193
358,414,64,200,1,1,eye,767,32292001
160,248,40,216,7,7,dla,765,224367361
476,90,144,128,3,3,eye,764,49283641
380,190,160,136,5,5,eye,765,146789821
164,314,56,32,7,7,eye,759,10144713
244,370,160,184,7,7,shi,759,2045248261
92,502,56,40,7,7,eye,759,11372811
30,366,40,176,1,1,eye,765,2125729
458,442,96,152,7,7,shi,757,2682175783
172,268,256,80,3,3,dla,759,157604461
60,126,192,184,1,1,shi,767,4717441
146,240,216,192,7,7,shi,757,1083261601.0
272,114,184,96,1,1,dla,767,10563073
290,474,80,32,1,1,shi,573,12096481
112,168,160,216,3,3,shi,763,107524033
346,10,64,200,1,1,eye,767,754001
270,268,128,8,1,1,eye,765,1273537
356,460,24,136,3,3,dla,762,76978177
350,58,24,248,5,5,shi,765,40632481
90,368,176,160,7,7,eye,765,107328673
104,182,160,72,3,3,eye,763,12435697
290,32,112,192,3,3,eye,765,10809345
480,490,120,120,5,5,eye,767,283180801
456,102,104,88,9,9,dla,767,567920641
142,222,120,160,9,9,shi,757,858571903
66,192,256,256,5,5,shi,766,319569409
134,178,56,224,1,1,eye,764,5980801
430,332,16,120,1,1,shi,767,4972033
366,456,24,176,1,1,shi,767,13231297.0
160,498,208,200,3,3,eye,765,191423233
180,276,8,1,1,1,shi,383,430561
240,424,128,168,7,7,shi,767,1825421761
390,318,120,200,5,5,shi,765,1439822593
392,140,48,240,1,1,eye,575,14414401
394,284,48,144,9,9,shi,565,1088468341
242,434,40,248,1,1,eye,574,28414849
104,294,232,216,3,3,shi,763,254346457
228,276,96,240,5,5,dla,767,620854641
280,322,160,56,3,3,shi,765,128685369
186,34,32,8,7,7,dla,761,475541
440,460,248,104,3,3,eye,766,250240001
300,238,160,248,9,9,eye,767,468937351
164,438,64,208,7,7,shi,759,817232665
286,124,72,224,5,5,eye,766,78304513
68,160,112,56,9,9,eye,759,10608001
220,58,40,24,1,1,shi,286,556801
48,436,240,176,9,9,shi,767,1179972961
326,404,232,88,7,7,eye,763,312463297
398,230,40,240,9,9,eye,570,193608481
180,230,128,72,7,7,shi,575,495102601
280,74,56,88,9,9,dla,573,174397441
244,20,16,232,3,3,shi,762,2483601
42,264,80,120,1,1,dla,766,2304001
376,444,152,88,5,5,shi,763,1236637681
416,98,40,160,7,7,shi,763,203834905
354,146,160,248,5,5,shi,761,807372993
140,270,16,160,5,5,shi,765,34054021.0
420,396,176,208,9,9,eye,767,930518821.0
70,50,88,56,7,7,eye,765,2749601
128,56,16,96,1,1,dla,765,219649
438,266,112,24,1,1,eye,766,6128641
412,158,72,176,5,5,dla,762,364353793
244,348,112,112,1,1,dla,767,20547073
262,404,24,232,9,9,shi,757,549139425
46,400,56,56,3,3,eye,767,3139201
42,356,216,216,1,1,eye,762,14764033
396,190,128,216,9,9,shi,767,2925682321
24,66,88,184,7,7,eye,767,4042897
82,128,48,184,7,7,shi,757,64896769.0
172,386,32,176,1,1,dla,766,7569409
466,506,232,184,5,5,eye,767,855350497
266,218,72,240,7,7,shi,762,750464129
268,404,176,56,7,7,shi,759,902582461
50,238,168,16,3,3,eye,765,1624351
476,440,32,200,7,7,dla,762,825924737
254,196,120,104,5,5,eye,760,50379841
66,502,232,136,5,5,dla,766,398711809
142,258,232,184,5,5,eye,766,133301377
28,446,216,208,7,7,shi,762,514220161
210,284,224,120,7,7,eye,765,199126033
470,84,200,224,3,3,eye,765,106343329
496,12,152,120,7,7,shi,703,85192465.0
224,112,120,136,3,3,shi,763,80306689
310,394,104,160,5,5,shi,765,916782841
228,154,120,240,3,3,shi,767,149623937
84,430,176,184,3,3,dla,767,169138789
172,64,176,160,1,1,shi,766,6488065
264,76,256,128,1,1,dla,767,18743297
430,410,168,144,5,5,shi,765,2170235371
26,456,128,144,3,3,shi,565,41081041
298,14,232,208,9,9,eye,757,31281657
10,206,232,160,7,7,eye,766,8900849
254,406,184,40,3,3,eye,763,36988225
506,48,168,144,9,9,shi,574,944436673
46,198,200,184,7,7,eye,757,46887985
220,398,112,80,9,9,eye,766,113605121
392,196,88,160,3,3,shi,763,179239453
328,168,136,192,1,1,dla,766,28200961
170,132,80,176,1,1,eye,765,8688769
84,32,112,56,3,3,eye,767,878977
452,432,248,136,3,3,eye,767,322081921.0
276,344,56,192,7,7,shi,767,698028289
126,380,184,80,9,9,shi,572,1365367361
260,86,208,240,5,5,shi,765,456510705.0
448,280,24,56,1,1,eye,286,7714561
482,250,88,56,1,1,shi,766,11616001
428,246,104,24,9,9,eye,567,34218601
178,260,192,112,3,3,shi,767,160555201
134,426,176,200,1,1,eye,764,38340001
366,96,216,232,5,5,shi,761,745890433
190,54,112,104,1,1,eye,767,2336257
114,102,88,16,7,7,eye,569,2286841
484,134,96,88,1,1,shi,766,13584385
66,284,200,96,5,5,eye,766,35743105
264,70,136,240,7,7,shi,767,470987441
