M,N,GEMM_K,df,ConfigID,rewards
322,192,114,shi,575,320113.0
486,14916,5880,shi,764,754686721.0
252,25460,3870,eye,767,132876451.0
334,31824,2850,eye,767,118177417.0
158,27824,10050,dla,765,782188289.0
86,19504,11400,shi,757,362277409.0
280,23552,37422,shi,765,4024195561.0
220,23664,9650,shi,742,866817041.0
206,5460,2718,dla,764,51487801.0
398,12100,24304,eye,762,340394881.0
10,21780,686,eye,765,357449.0
428,16640,972,eye,759,15022801.0
38,42804,1368,eye,757,13498513.0
232,7396,3870,eye,655,52797981.0
302,18868,98,shi,757,9426025.0
152,37636,19306,shi,763,2278019745.0
508,31104,15876,shi,759,4647037697.0
500,9348,10388,eye,765,176956401.0
472,39984,11250,eye,763,875194201.0
86,10388,6664,eye,757,16210657.0
472,3312,4900,eye,763,44162917.0
8,19844,7154,shi,767,18779105.0
482,9984,1296,shi,757,120021857.0
180,3264,3078,eye,575,4991491.0
342,23040,17658,eye,572,326555281.0
144,48884,16562,shi,767,2309178145.0
2,16848,9750,shi,759,6108961.0
24,50676,954,shi,767,18924817.0
386,38064,50,eye,764,2487809.0
300,20916,2016,eye,767,76910401.0
182,3332,2862,shi,762,29334865.0
330,19200,30780,eye,766,427089601.0
38,11520,3078,shi,757,33708737.0
348,5952,186,shi,767,6731713.0
222,31620,18424,eye,761,307803001.0
38,12800,13284,eye,757,11681885.0
300,1392,4800,eye,767,8668801.0
20,324,3780,eye,753,152881.0
84,13312,7938,shi,767,138709201.0
216,13312,22032,shi,767,989971201.0
132,1152,36450,shi,767,153984601.0
370,7396,630,shi,573,40243421.0
296,36288,174,eye,766,37884673.0
190,49028,2808,shi,765,441256609.0
372,12720,6600,eye,767,118242433.0
506,18032,11450,shi,766,2133682769.0
98,20800,286,eye,766,12355201.0
306,6656,486,shi,380,30937825.0
292,14276,4446,shi,759,338081251.0
494,7056,5100,shi,574,495169201.0
136,30720,452,shi,763,33194881.0
216,16660,3906,shi,767,236984833.0
146,25,11662,dla,757,1030469.0
394,3200,132,shi,767,4530241.0
56,51840,2106,eye,763,12756745.0
306,53424,3950,shi,764,1025901585.0
450,9792,37422,shi,765,4581118081.0
412,11520,244,shi,575,35526401.0
186,7168,20,dla,574,1462273.0
126,3328,3888,eye,656,3924481.0
318,3840,460,eye,574,12806401.0
68,21120,7614,dla,759,233376001.0
130,9600,184,eye,575,6314881.0
64,1024,150,eye,283,1382401.0
88,52324,2880,shi,766,258365441.0
350,18644,54,eye,765,2293201.0
354,10692,3402,shi,761,261736273.0
278,7488,150,eye,765,6652801.0
402,2816,108,eye,575,3055105.0
194,3920,12550,shi,565,205391293.0
478,30996,252,eye,767,20509441.0
372,14720,17820,dla,767,1775997441.0
232,3888,5300,eye,571,27186457.0
180,4096,286,shi,287,14277121.0
70,48384,30780,dla,765,1648055809.0
480,5040,12050,dla,767,485452801.0
72,3584,142,eye,767,708865.0
84,9396,2548,shi,767,37251397.0
44,19380,1350,eye,694,7680001.0
412,3200,406,shi,767,11822721.0
354,10260,1926,eye,761,44443521.0
260,37636,20972,eye,765,611950977.0
306,2000,3200,shi,764,39202817.0
96,9204,4104,shi,575,93272065.0
340,10340,2556,shi,765,163997505.0
382,12288,186,shi,575,19808257.0
410,54740,558,eye,765,71247177.0
196,26880,168,eye,766,17418241.0
22,2580,3870,eye,766,1720001.0
510,10752,2430,eye,765,29779921.0
282,5376,218,eye,575,7617793.0
30,27540,12544,shi,765,191980801.0
334,13328,500,shi,565,65731201.0
312,1280,156,eye,191,4218241.0
438,9792,17658,eye,569,186002833.0
64,40660,2718,eye,763,45150209.0
76,21156,2898,dla,766,88855201.0
300,7680,2,eye,767,104001.0
318,1536,9396,dla,761,79291393.0
106,11904,176,eye,767,5106817.0
496,24960,20,shi,767,4542721.0
66,28672,108,dla,658,4128769.0
68,19044,6370,eye,759,26122201.0
344,43264,11502,eye,763,380428225.0
356,19504,10300,shi,759,1352169169.0
334,1188,4018,shi,757,48394597.0
292,10880,76,shi,766,6697729.0
210,49920,31590,eye,765,717345721.0
18,4788,9114,dla,764,12697777.0
422,184,138,eye,766,193753.0
208,1764,22442,eye,763,28079065.0
200,49600,11502,eye,765,211898081.0
502,8960,114,shi,767,9959041.0
58,28500,2156,dla,757,81823501.0
210,11088,8350,eye,765,89786215.0
294,1700,5880,shi,762,86476321.0
166,1856,82,eye,383,3462369.0
216,6912,382,eye,575,12871873.0
188,64,408,shi,767,84865.0
50,14356,15680,dla,765,176219901.0
12,8944,10850,eye,767,4572191.0
14,14848,40,shi,762,163841.0
196,36036,1470,eye,762,25428481.0
116,40832,13122,shi,759,1059784237.0
244,9728,464,shi,767,19254145.0
42,624,12200,eye,762,1545985.0
104,11700,2592,eye,571,27331201.0
104,1700,17346,shi,763,54147133.0
154,19600,11000,eye,574,142813441.0
440,12992,22194,shi,766,2187747521.0
498,17812,23128,eye,761,624073681.0
270,11988,810,eye,765,16363621.0
372,208,438,dla,767,586769.0
164,8064,162,shi,766,4199041.0
190,5376,33372,eye,765,76182097.0
440,9108,9800,shi,766,854016001.0
428,44084,540,shi,766,198974881.0
76,960,298,shi,382,1001281.0
216,384,176,dla,767,269569.0
458,25584,11500,eye,764,508988161.0
446,11396,23226,eye,763,344249137.0
144,12480,18468,eye,767,74539585.0
124,6144,36936,eye,375,101072401.0
454,6324,1332,eye,767,25746673.0
134,23124,3852,eye,764,67384321.0
316,576,328,eye,766,1826305.0
190,5508,18326,shi,573,564244825.0
186,28288,26406,eye,569,354356785.0
394,4212,13818,eye,760,65764657.0
266,23956,15190,eye,762,259348481.0
196,1728,302,dla,730,1866241.0
464,8960,33696,eye,763,281863297.0
62,12672,310,eye,572,5728801.0
136,14596,21658,eye,763,106308073.0
400,2160,9350,shi,765,134774641.0
170,27216,10650,dla,765,812914705.0
292,4992,9882,shi,759,277119097.0
80,2560,384,eye,573,2162689.0
4,54612,1692,eye,766,2281569.0
160,18304,230,eye,765,14248961.0
416,6400,35640,dla,763,1511910401.0
230,1204,2898,dla,765,15119833.0
418,3648,2,shi,767,65521.0
436,36608,30,shi,766,10137601.0
154,6400,370,dla,766,6451201.0
138,6144,38070,dla,761,550551553.0
58,17024,414,dla,767,7745921.0
318,25220,3724,shi,761,689561377.0
330,2544,1150,dla,766,21064321.0
438,2100,18620,eye,761,49099801.0
100,12324,3024,eye,765,32410561.0
358,14948,4802,eye,767,100436281.0
356,15092,4214,eye,759,66344873.0
256,20340,25088,shi,763,2312962049.0
122,1152,246,eye,572,826561.0
94,40016,6100,shi,757,421414597.0
6,43844,16268,shi,766,75780993.0
138,8448,444,shi,573,12034177.0
456,39508,342,shi,767,103875585.0
110,11700,15190,eye,742,53568001.0
56,11760,3550,eye,763,9590113.0
186,43956,774,dla,766,149450401.0
264,8640,240,eye,767,16473601.0
324,14916,686,eye,767,14694373.0
482,4624,2750,shi,582,180854521.0
8,32560,9250,dla,766,39267361.0
224,5040,12450,shi,763,301525057.0
220,35700,306,eye,766,16320001.0
352,10500,23520,shi,766,1739059201.0
200,16500,9604,dla,765,648120001.0
16,12644,7644,eye,763,4414177.0
218,53808,3600,shi,757,718625665.0
398,1408,424,shi,765,4477441.0
208,25488,1100,eye,763,20235073.0
416,22272,18144,shi,571,3502833153.0
16,11220,342,eye,763,410553.0
260,6336,422,dla,765,12684673.0
270,44500,8036,shi,765,1545301153.0
314,17716,540,eye,764,19975201.0
418,1008,3000,shi,574,30123361.0
292,2788,7056,eye,759,24850369.0
202,2244,2376,eye,623,7827073.0
380,1216,374,eye,287,23648769.0
496,4080,4950,eye,763,39479617.0
222,9796,3780,eye,761,53846101.0
142,18480,11950,shi,757,715548793.0
326,16640,226,eye,766,26035201.0
446,39312,6400,shi,757,2166660865.0
408,1536,5184,shi,767,50768257.0
208,19504,5350,shi,763,409933265.0
22,5460,9604,eye,574,3810241.0
218,36288,60,shi,766,9331201.0
174,19908,2286,eye,761,51046381.0
346,16112,4350,eye,767,97206145.0
2,4004,4116,dla,573,792793.0
116,4592,8800,dla,759,80699809.0
476,32292,8624,eye,570,419933185.0
324,2288,850,eye,767,2486863.0
180,4836,3114,dla,767,47441161.0
274,5376,158,eye,767,5291105.0
106,25920,450,shi,767,25272001.0
78,13924,4554,eye,761,28943201.0
454,41616,7200,eye,767,540239617.0
346,1024,72,shi,767,434305.0
462,32256,9720,dla,766,2416877569.0
490,16564,15386,eye,573,438162509.0
414,47824,4350,shi,764,1413186241.0
268,39936,39528,shi,759,8138688321.0
32,33300,2178,eye,763,14132801.0
376,28560,9800,eye,763,414761089.0
364,41216,34344,shi,762,9202747009.0
166,6132,14308,shi,697,299702377.0
340,8692,22540,shi,765,1625183681.0
508,14448,3400,dla,573,554846545.0
498,23040,1296,eye,761,34923745.0
6,2756,22442,shi,763,7005569.0
234,1456,9750,dla,764,59888193.0
238,2112,7614,dla,762,81573889.0
222,19780,216,shi,569,22194673.0
410,13328,4650,eye,765,107191057.0
194,50112,12,dla,574,10824193.0
174,21760,26892,shi,569,2246539753.0
38,48256,34506,shi,757,1217661361.0
308,10660,7938,eye,766,93078721.0
426,16564,3724,eye,761,76407361.0
496,4756,19502,shi,763,1122511241.0
92,2992,12300,dla,759,55603329.0
386,14500,3430,shi,757,307649721.0
288,25620,20776,eye,767,431543809.0
404,22436,324,eye,764,19128961.0
338,34768,850,dla,573,296710113.0
392,21364,3920,eye,763,86271361.0
112,2048,1782,eye,763,799569.0
162,3072,326,shi,764,2816641.0
150,44544,26892,eye,765,315024841.0
16,8448,308,eye,571,975745.0
316,1728,28026,eye,567,53301301.0
276,4096,26568,dla,767,549986305.0
112,6256,8900,shi,571,183600593.0
92,9300,3168,shi,723,54720865.0
198,12096,11178,shi,766,495836209.0
222,5060,1206,eye,761,8726081.0
116,16116,396,eye,764,4784209.0
280,56,434,eye,9,7485633.0
136,23040,10854,dla,763,762600961.0
106,21300,1116,dla,767,41790601.0
52,7056,12600,eye,759,26470081.0
404,6400,30942,shi,759,1600690017.0
276,22032,12700,shi,767,1515274593.0
402,35328,5508,shi,761,1222534261.0
318,26496,5670,eye,761,113826511.0
222,3840,18144,shi,761,322320321.0
62,10944,230,eye,764,3477601.0
424,13376,234,eye,766,33291649.0
162,26100,3492,dla,764,269665201.0
302,12580,16072,eye,763,244917601.0
80,59520,12636,shi,765,1002932737.0
398,4096,490,shi,765,27596801.0
102,35344,300,eye,761,3511657.0
352,36500,1960,eye,766,58060801.0
174,6656,22,eye,766,540673.0
298,31108,17052,shi,757,3134764513.0
426,15120,10350,eye,761,248555665.0
38,9424,1400,dla,757,9131857.0
438,12420,2646,eye,766,84672001.0
184,35332,24206,shi,763,3234727315.0
244,23184,9450,eye,762,176964481.0
60,10752,1458,eye,767,1838971.0
162,14336,144,shi,766,5806081.0
306,32100,1602,eye,764,107193025.0
262,58420,684,shi,767,184033697.0
376,36464,2650,shi,691,686220681.0
490,19712,11178,eye,765,219359281.0
368,37604,2376,eye,763,187940545.0
232,8964,3996,eye,763,50757193.0
440,10164,23128,eye,574,448588801.0
132,16640,5670,dla,767,356195841.0
140,276,15288,dla,765,9486121.0
198,31376,650,eye,766,16662673.0
62,1536,392,eye,284,1756161.0
326,3584,220,eye,574,17740801.0
432,3600,11950,dla,767,312076801.0
182,20196,2700,dla,762,168030721.0
470,19812,1692,eye,573,136692921.0
390,13108,19110,eye,765,268851961.0
260,4096,29970,eye,381,117027301.0
442,640,44,shi,767,338625.0
498,47508,1242,eye,765,180835201.0
132,30960,4150,eye,767,59359609.0
4,19968,810,dla,382,6489601.0
156,10800,1100,shi,767,30908593.0
348,3380,2646,eye,575,11068489.0
272,19008,84,eye,575,10850113.0
420,27200,24,eye,767,5940481.0
28,2048,398,shi,378,815105.0
114,49152,78,eye,767,7787521.0
294,33300,2232,shi,762,395808001.0
270,45872,8450,eye,765,336722023.0
494,216,300,eye,22,34992001.0
104,11076,450,shi,571,13353601.0
46,29328,10250,eye,757,46169281.0
206,11776,19278,eye,757,95898769.0
36,29184,444,shi,767,7896097.0
358,38704,4300,eye,767,205017121.0
442,37840,11550,shi,757,3526603081.0
226,12688,2650,eye,767,26673417.0
474,7040,140,dla,767,10982401.0
290,1664,334,shi,765,3409473.0
226,19712,418,dla,767,34082049.0
348,6144,132,dla,575,6948865.0
186,16692,2718,eye,574,73929601.0
166,1876,90,dla,191,2862777.0
298,49920,7776,eye,721,223828993.0
506,7280,11900,shi,766,940060969.0
270,18544,2100,eye,765,55788265.0
86,1476,972,shi,757,2043361.0
248,10260,23912,eye,763,154577905.0
344,22400,26082,eye,763,467274809.0
368,1940,23618,eye,763,69708769.0
308,25988,11956,eye,766,232424641.0
98,2832,7050,shi,762,33210577.0
484,62500,2646,shi,766,1281006145.0
130,15552,28188,shi,765,1055503489.0
386,37120,86,eye,765,25678225.0
230,24192,14256,eye,765,170712257.0
338,3888,850,shi,757,20777537.0
446,11284,468,dla,763,46128993.0
262,30720,16,eye,767,2196481.0
510,41412,1008,shi,765,368424001.0
438,3332,7448,dla,761,215263861.0
364,13860,4302,eye,762,133625857.0
100,30800,50,eye,765,662641.0
304,6080,14418,shi,763,526070101.0
272,15540,2466,shi,763,188704897.0
190,4004,2254,dla,573,37353317.0
154,17940,23324,eye,766,215913601.0
30,19840,382,shi,765,6252577.0
446,5104,11400,dla,763,459604993.0
490,2304,200,eye,383,7675201.0
100,21632,27864,eye,765,133912321.0
88,4784,7500,shi,766,60765601.0
442,6032,5750,eye,767,56353221.0
152,2436,2058,dla,763,18189613.0
184,2176,110,eye,574,1077121.0
108,19152,6050,eye,575,60313177.0
102,1344,144,eye,767,404353.0
496,7140,14700,eye,763,131576401.0
250,17472,12636,dla,765,1062734401.0
144,47104,274,eye,767,31459585.0
396,35328,40338,eye,767,1055358613.0
30,640,326,eye,573,172129.0
2,32560,11150,eye,757,2729521.0
124,5376,11664,dla,759,162489601.0
86,4420,10094,shi,757,113019223.0
214,4992,398,eye,767,8940673.0
152,9108,738,dla,763,25265593.0
426,768,94,eye,766,1407745.0
424,16756,1800,shi,763,217766401.0
282,19968,16524,eye,761,224129089.0
314,31668,2286,eye,764,126842521.0
506,50176,10368,shi,730,4701191169.0
260,32144,7650,eye,765,239634721.0
192,54740,2790,eye,767,173004801.0
146,47124,4356,shi,762,612848545.0
502,27648,32562,shi,757,7066368865.0
508,4352,270,shi,767,14489281.0
36,20240,12450,eye,767,34176745.0
116,4992,120,shi,572,3244801.0
58,10880,972,shi,565,15345409.0
80,48884,14798,shi,765,956822977.0
310,51584,31914,eye,729,1109422049.0
82,10804,21364,shi,757,512290409.0
98,27156,21266,shi,762,913204573.0
274,29748,1458,eye,766,89910001.0
282,7680,200,shi,767,11980801.0
286,6132,11564,eye,766,59641921.0
386,7220,1908,shi,764,84532669.0
310,17220,810,eye,765,24373441.0
458,36720,10050,shi,764,2825647147.0
354,45396,8428,shi,761,2316341889.0
412,980,3528,shi,759,29100385.0
482,20532,2988,shi,762,513643177.0
328,5568,498,eye,286,41592961.0
340,25668,5292,shi,765,745122241.0
134,3584,504,dla,764,4300801.0
50,29376,34182,shi,573,1107648721.0
208,38100,594,dla,571,144627601.0
376,22372,198,dla,379,76758333.0
78,6000,10350,shi,761,97005169.0
326,9600,18792,dla,757,1020249601.0
286,23108,16268,shi,766,1973275201.0
40,4800,436,shi,285,3836801.0
64,27648,18,eye,766,746497.0
154,20480,8586,shi,766,423171505.0
182,1664,86,eye,766,561409.0
380,31744,40,eye,767,8519681.0
510,30020,1152,shi,765,336139777.0
496,42240,12474,eye,715,495732161.0
126,32384,40176,eye,764,304147201.0
380,5044,686,eye,765,4179393.0
44,41652,10780,eye,766,49420801.0
184,22660,1044,eye,763,28825073.0
288,2832,12700,shi,767,175711105.0
336,14848,34992,eye,767,376621057.0
396,24,128,dla,767,20593.0
168,10800,10250,eye,767,69109601.0
108,7380,15974,eye,575,44931277.0
466,10064,950,eye,695,18735445.0
454,8320,86,dla,575,8220161.0
144,3536,8300,eye,575,26382049.0
404,35316,19992,shi,759,5237701633.0
150,1140,21168,dla,765,58772701.0
230,12672,284,eye,766,15458689.0
170,3520,174,dla,765,1974721.0
386,5332,2016,shi,572,97148353.0
306,1280,244,shi,766,2623489.0
298,11136,110,eye,767,6864001.0
478,18240,20412,eye,767,411929281.0
78,28084,1350,shi,761,50434801.0
44,1972,14602,eye,574,5793121.0
92,25456,4750,eye,759,46343851.0
150,15360,38070,shi,765,1827613801.0
402,21780,7154,shi,761,1035835545.0
14,39680,34506,eye,762,34843393.0
376,22400,26244,eye,763,513914545.0
42,4608,37422,eye,762,14170465.0
466,35700,980,eye,767,45942001.0
182,33108,14308,shi,762,1453678201.0
348,24960,35640,eye,767,670435921.0
316,30832,1800,dla,567,492017057.0
344,43700,450,shi,763,107308651.0
54,9936,2250,eye,764,4637521.0
480,7888,7950,shi,767,885922561.0
418,16560,11850,eye,766,283364785.0
156,1620,468,eye,767,736841.0
58,660,2376,dla,767,1798501.0
50,36848,12500,eye,765,95380001.0
136,5428,1548,shi,763,19462145.0
270,4480,376,shi,765,8933761.0
338,12852,1566,dla,765,119292265.0
294,14080,10206,shi,762,792307657.0
428,10368,24,shi,574,2426113.0
262,5184,506,shi,767,13892737.0
416,3200,17982,dla,763,431974401.0
144,19796,7840,shi,767,442659841.0
138,16836,6566,eye,569,49096261.0
24,1536,452,dla,767,319489.0
496,4452,9408,shi,763,392117761.0
38,26496,14418,eye,757,26460769.0
240,80,258,shi,287,5366401.0
174,14288,10850,shi,761,710806937.0
308,14484,630,shi,766,55295521.0
242,5040,8250,shi,766,215796241.0
330,25988,21560,shi,766,3117114001.0
318,28080,10550,eye,761,324217537.0
82,59392,262,shi,767,22125377.0
72,24960,9072,eye,767,35308225.0
432,15360,324,dla,767,43130881.0
486,6180,234,eye,764,4605121.0
46,3796,8036,dla,757,25930477.0
100,11284,3186,shi,765,59482621.0
116,44160,3888,eye,759,36644401.0
254,23316,630,shi,568,84480481.0
388,17712,3350,dla,765,520148305.0
394,17856,50,shi,767,6177601.0
192,17940,2664,shi,767,160076801.0
92,320,260,shi,575,216321.0
398,12212,810,shi,762,83829331.0
88,3060,15092,shi,766,119560673.0
184,27824,1300,eye,763,27405145.0
462,2196,21952,dla,766,348636961.0
358,8532,3582,eye,767,70278841.0
446,10752,64,shi,766,6045697.0
424,14756,180,dla,283,57090965.0
192,5568,50,dla,767,1158145.0
384,4240,2200,eye,767,13561857.0
140,31668,1044,eye,765,25714417.0
170,27300,8918,eye,765,115455705.0
278,33792,94,shi,765,15286657.0
366,14820,2322,shi,761,324958225.0
126,10944,36774,shi,764,1408807401.0
170,30960,8700,shi,765,799298929.0
504,11264,304,shi,767,29213185.0
278,29876,4312,eye,764,106108289.0
442,31744,20250,shi,757,4585971001.0
194,4884,21364,dla,760,327999673.0
354,26496,23004,shi,761,3518760001.0
282,1652,1656,eye,761,4756401.0
358,9280,104,eye,575,9409921.0
408,1428,1044,eye,767,4298961.0
274,6900,522,eye,766,6960001.0
452,12240,10100,eye,759,221320897.0
228,17408,452,dla,767,34398209.0
102,768,376,dla,763,539137.0
142,45012,17052,shi,757,1760519125.0
268,36084,18816,eye,759,547388929.0
158,13056,38718,shi,565,1665153153.0
468,896,62,dla,767,454273.0
426,19968,196,eye,766,35223553.0
310,15808,14904,eye,669,157282097.0
118,5264,7000,eye,762,15079681.0
440,19188,686,eye,766,14515201.0
218,13248,38556,shi,757,1816770145.0
248,5376,4050,shi,763,96441001.0
460,1456,2100,dla,573,33621953.0
402,10752,506,eye,575,50098049.0
416,7956,23520,shi,571,2290379521.0
436,8064,496,eye,766,39997441.0
386,11748,16170,shi,757,1237751461.0
356,35844,1800,shi,762,449616001.0
352,3328,436,shi,382,17412097.0
162,2048,10368,dla,764,53821441.0
4,44084,1602,shi,759,5536513.0
498,34036,1062,eye,765,136909501.0
94,18432,492,shi,767,14736385.0
154,9796,324,eye,766,3175201.0
386,24388,1800,shi,572,381917401.0
258,48,388,eye,573,110969.0
406,41552,300,eye,762,21069313.0
462,2212,2808,dla,766,46452001.0
136,500,12740,shi,763,17335241.0
32,8960,246,shi,571,1983745.0
406,1652,3852,dla,766,42786801.0
486,25600,16524,eye,764,482500801.0
430,900,9114,dla,765,57005101.0
184,192,24,shi,286,940033.0
248,45220,3402,shi,763,605211265.0
300,20900,3348,shi,767,332484301.0
180,4484,486,shi,575,10355041.0
214,43844,13622,shi,757,2639184105.0
298,12288,21060,shi,757,1607787481.0
76,18432,332,shi,766,10708993.0
282,6160,5850,shi,761,218057347.0
30,30660,5880,eye,765,15908401.0
330,23108,14406,shi,766,2016252001.0
258,16128,454,eye,767,37395073.0
92,6960,6500,eye,759,14495521.0
412,19140,4500,shi,762,650180001.0
498,14592,84,eye,767,13942657.0
76,4608,16848,eye,567,15412801.0
28,5328,9800,shi,762,40658241.0
90,41552,10150,shi,765,716768641.0
508,25520,12350,eye,765,607074625.0
354,44880,11850,eye,761,743224417.0
282,51408,10550,shi,761,2430934377.0
348,9396,1602,eye,767,30383533.0
302,17600,28350,shi,613,3015832401.0
80,14720,13284,eye,765,28728865.0
176,14400,3078,dla,574,205516801.0
104,23040,23490,shi,571,1172824381.0
62,6912,3402,shi,757,30393889.0
300,18404,2160,eye,767,75864001.0
268,6992,2850,eye,567,29314645.0
234,8512,106,eye,764,4189121.0
34,4224,160,eye,575,549121.0
260,576,408,eye,573,1867009.0
30,18432,158,shi,765,1501633.0
44,3220,414,dla,574,1288001.0
252,7220,1836,eye,767,29885185.0
376,6804,3960,eye,763,63404881.0
186,11092,4014,shi,761,141246417.0
368,34500,900,eye,763,67160001.0
324,9620,20580,eye,767,220415581.0
300,14336,252,eye,695,20966401.0
100,29952,28350,shi,765,1633184001.0
340,54692,16562,eye,765,789960081.0
468,52884,21462,shi,767,9082226089.0
312,5376,296,shi,575,11205377.0
224,12932,1176,eye,763,9507457.0
302,9520,2650,shi,757,224980337.0
244,22528,12798,shi,759,1199555119.0
444,32292,14014,shi,767,3435509793.0
222,33072,12500,shi,761,1767286501.0
82,24960,482,dla,767,18170881.0
